title,director,year,runtime,countries,genres,premiere_status,session_date,session_venue,session_time,film_url
Peter Hujar's Day,Ira Sachs,2025,76 mins,"USA, Germany",Drama,Australian Premiere,2025-08-22,Capitol113 Swanston StPeter Hujar's Day4:00pmNouvelle Vague6:15pmHarvest9:00pm Peter Hujar's Day4:00pm Peter Hujar's Day4:00pm Peter Hujar's Day,4:00pm,https://miff.com.au/program/film/peter-hujars-day
All I Had Was Nothingness,Guillaume Ribot,2025,95 mins,France,Documentary,Victorian Premiere,2025-08-14,ACMI,11:00am,https://miff.com.au/program/film/all-i-had-was-nothingness
All I Had Was Nothingness,Guillaume Ribot,2025,95 mins,France,Documentary,Victorian Premiere,2025-08-24,Unknown,1:30pm,https://miff.com.au/program/film/all-i-had-was-nothingness
John Lilly and the Earth Coincidence Control Office,Courtney Stephens,2025,89 mins,USA,Documentary,Australian Premiere,2025-08-16,ACMI,10:15am,https://miff.com.au/program/film/john-lilly-and-the-earth-coincidence-control-office
John Lilly and the Earth Coincidence Control Office,Courtney Stephens,2025,89 mins,USA,Documentary,Australian Premiere,2025-08-23,Hoyts 7Level 3,1:00pm,https://miff.com.au/program/film/john-lilly-and-the-earth-coincidence-control-office
Leaving Ikorodu In 1999,Rashida Seriki,2024,18 mins,"UK, Nigeria",Drama,Australian Premiere,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/leaving-ikorodu-in-1999
Leaving Ikorodu In 1999,Rashida Seriki,2024,18 mins,"UK, Nigeria",Drama,Australian Premiere,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/leaving-ikorodu-in-1999
Romería,Carla Simón,2025,115 mins,"Germany, Spain",Drama,Victorian Premiere,2025-08-14,Forum154 Flinders StreetAdam's Sake10:45amKyuka Before Summer’s End1:00pmStranger Eyes3:30pmRomería6:30pmThe Wave9:15pm Romería6:30pm Romería6:30pm Romería,10:45am,https://miff.com.au/program/film/romeria
Romería,Carla Simón,2025,115 mins,"Germany, Spain",Drama,Victorian Premiere,2025-08-17,Unknown,1:00pm,https://miff.com.au/program/film/romeria
Romería,Carla Simón,2025,115 mins,"Germany, Spain",Drama,Victorian Premiere,2025-08-23,Forum154 Flinders StreetRomería11:00amImagine1:45pmThe President's Cake4:15pmMr. Nobody Against Putin6:45pmThe Secret Agent9:00pm Romería11:00am Romería11:00am Romería,11:00am,https://miff.com.au/program/film/romeria
No Dance,Philip Brophy,1985,25 mins,Australia,"Experimental, Dance",Australian Premiere,2025-08-21,ACMI,11:15am,https://miff.com.au/program/film/no-dance
No Dance,Philip Brophy,1985,25 mins,Australia,"Experimental, Dance",Australian Premiere,2025-08-22,ACMI,10:45am,https://miff.com.au/program/film/no-dance
Splitsville,Michael Angelo Covino,2025,100 mins,USA,Comedy,Victorian Premiere,2025-08-15,Hoyts 11Level 3,6:15pm,https://miff.com.au/program/film/splitsville
Splitsville,Michael Angelo Covino,2025,100 mins,USA,Comedy,Victorian Premiere,2025-08-17,Unknown,1:00pm,https://miff.com.au/program/film/splitsville
Splitsville,Michael Angelo Covino,2025,100 mins,USA,Comedy,Victorian Premiere,2025-08-24,ACMI,10:45am,https://miff.com.au/program/film/splitsville
Le jour où…,Chantal Akerman,1997,7 mins,Switzerland,"Documentary, Experimental",Australian Premiere,2025-08-20,Unknown,6:30pm,https://miff.com.au/program/film/le-jour-ou
Happy Holidays,Scandar Copti,2024,123 mins,"Germany, France, Italy, Qatar, Palestine",Drama,Australian Premiere,2025-08-13,Forum154 Flinders StreetHappy Holidays10:30amLittle Trouble Girls1:30pmTwo Prosecutors3:45pmThe Love That Remains6:30pmHomebound9:15pm Happy Holidays10:30am Happy Holidays10:30am Happy Holidays,10:30am,https://miff.com.au/program/film/happy-holidays
Happy Holidays,Scandar Copti,2024,123 mins,"Germany, France, Italy, Qatar, Palestine",Drama,Australian Premiere,2025-08-14,Unknown,6:15pm,https://miff.com.au/program/film/happy-holidays
Black Ox,Tetsuichirô Tsuta,2024,114 mins,"USA, Japan, Taiwan",Drama,Australian Premiere,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/black-ox
Black Ox,Tetsuichirô Tsuta,2024,114 mins,"USA, Japan, Taiwan",Drama,Australian Premiere,2025-08-22,Unknown,3:45pm,https://miff.com.au/program/film/black-ox
Songs Inside,Shalom Almond,2024,93 mins,Australia,Documentary,Victorian Premiere,2025-08-16,ACMI,10:00am,https://miff.com.au/program/film/songs-inside
Songs Inside,Shalom Almond,2024,93 mins,Australia,Documentary,Victorian Premiere,2025-08-17,Unknown,1:15pm,https://miff.com.au/program/film/songs-inside
Shedding,Vicky Smith,2024,4 mins,UK,Experimental,,2025-08-10,ACMI,11:15am,https://miff.com.au/program/film/shedding
Shedding,Vicky Smith,2024,4 mins,UK,Experimental,,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/shedding
Ali,Adnan Al Rajeev,2025,15 mins,"Philippines, Bangladesh","Drama, Music",Australian Premiere,2025-08-08,ACMI,1:45pm,https://miff.com.au/program/film/ali
Ali,Adnan Al Rajeev,2025,15 mins,"Philippines, Bangladesh","Drama, Music",Australian Premiere,2025-08-18,Unknown,6:00pm,https://miff.com.au/program/film/ali
Happyend,Neo Sora,2024,113 mins,"USA, Japan, Singapore",Drama,Victorian Premiere,2025-08-15,ACMI,10:00am,https://miff.com.au/program/film/happyend
Happyend,Neo Sora,2024,113 mins,"USA, Japan, Singapore",Drama,Victorian Premiere,2025-08-21,ACMI,10:00am,https://miff.com.au/program/film/happyend
Happyend,Neo Sora,2024,113 mins,"USA, Japan, Singapore",Drama,Victorian Premiere,2025-08-24,Hoyts 7Level 3,11:00am,https://miff.com.au/program/film/happyend
Ito Meikyū,Boris Labbé,2024,15 mins,France,Experimental,Australian Premiere,,,,https://miff.com.au/program/film/ito-meikyu
Stranger Eyes,Yeo Siew Hua,2024,126 mins,Singapore,"Drama, Thriller",Victorian Premiere,2025-08-14,Forum154 Flinders StreetAdam's Sake10:45amKyuka Before Summer’s End1:00pmStranger Eyes3:30pmRomería6:30pmThe Wave9:15pm Stranger Eyes3:30pm Stranger Eyes3:30pm Stranger Eyes,10:45am,https://miff.com.au/program/film/stranger-eyes
Stranger Eyes,Yeo Siew Hua,2024,126 mins,Singapore,"Drama, Thriller",Victorian Premiere,2025-08-21,Capitol113 Swanston St1000 Women in Horror6:15pmStranger Eyes9:00pm Stranger Eyes9:00pm Stranger Eyes9:00pm Stranger Eyes,6:15pm,https://miff.com.au/program/film/stranger-eyes
Nouvelle Vague,Richard Linklater,2025,105 mins,"USA, France",Drama,Australian Premiere,2025-08-21,Unknown,6:00pm,https://miff.com.au/program/film/nouvelle-vague
Nouvelle Vague,Richard Linklater,2025,105 mins,"USA, France",Drama,Australian Premiere,2025-08-22,Capitol113 Swanston StPeter Hujar's Day4:00pmNouvelle Vague6:15pmHarvest9:00pm Nouvelle Vague6:15pm Nouvelle Vague6:15pm Nouvelle Vague,4:00pm,https://miff.com.au/program/film/nouvelle-vague
Nouvelle Vague,Richard Linklater,2025,105 mins,"USA, France",Drama,Australian Premiere,2025-08-24,Unknown,1:00pm,https://miff.com.au/program/film/nouvelle-vague
Twinless,James Sweeney,2025,100 mins,USA,"Drama, Comedy",Victorian Premiere,2025-08-08,Capitol113 Swanston StTwinless6:30pmThe Mastermind9:00pm Twinless6:30pm Twinless6:30pm Twinless,6:30pm,https://miff.com.au/program/film/twinless
Twinless,James Sweeney,2025,100 mins,USA,"Drama, Comedy",Victorian Premiere,2025-08-17,ACMI,11:00am,https://miff.com.au/program/film/twinless
Twinless,James Sweeney,2025,100 mins,USA,"Drama, Comedy",Victorian Premiere,2025-08-22,Forum154 Flinders StreetPrime Minister10:00amThe End12:30pmMy Father's Shadow3:45pmThe Rivals of Amziah King6:00pmTwinless9:30pm Twinless9:30pm Twinless9:30pm Twinless,10:00am,https://miff.com.au/program/film/twinless
Cutting Through Rocks,Mohammadreza Eyni,2025,94 mins,"USA, Germany, Iran, Canada, Qatar, Chile, Netherlands",Documentary,Australian Premiere,2025-08-16,Unknown,1:30pm,https://miff.com.au/program/film/cutting-through-rocks
Cutting Through Rocks,Mohammadreza Eyni,2025,94 mins,"USA, Germany, Iran, Canada, Qatar, Chile, Netherlands",Documentary,Australian Premiere,2025-08-20,Forum154 Flinders StreetCutting Through Rocks10:30amIt Was Just an Accident1:00pmEnzo3:30pmPasa Faho6:00pmA Useful Ghost8:45pm Cutting Through Rocks10:30am Cutting Through Rocks10:30am Cutting Through Rocks,10:30am,https://miff.com.au/program/film/cutting-through-rocks
Brand New Landscape,Yuiga Danzuka,2025,115 mins,Japan,Drama,Australian Premiere,2025-08-14,ACMI,11:00am,https://miff.com.au/program/film/brand-new-landscape
Brand New Landscape,Yuiga Danzuka,2025,115 mins,Japan,Drama,Australian Premiere,2025-08-23,Hoyts 8/10Level 3,1:15pm,https://miff.com.au/program/film/brand-new-landscape
Little Trouble Girls,Urška Djukić,2025,89 mins,"Italy, Croatia, Serbia, Slovenia",Drama,Victorian Premiere,2025-08-10,ACMI,11:30am,https://miff.com.au/program/film/little-trouble-girls
Little Trouble Girls,Urška Djukić,2025,89 mins,"Italy, Croatia, Serbia, Slovenia",Drama,Victorian Premiere,2025-08-13,Forum154 Flinders StreetHappy Holidays10:30amLittle Trouble Girls1:30pmTwo Prosecutors3:45pmThe Love That Remains6:30pmHomebound9:15pm Little Trouble Girls1:30pm Little Trouble Girls1:30pm Little Trouble Girls,10:30am,https://miff.com.au/program/film/little-trouble-girls
The President's Cake,Hasan Hadi,2025,103 mins,"USA, Iraq, Qatar",Drama,Victorian Premiere,2025-08-15,Capitol113 Swanston StThe President's Cake3:30pmWe Bury the Dead6:00pmBeast of War8:45pm The President's Cake3:30pm The President's Cake3:30pm The President's Cake,3:30pm,https://miff.com.au/program/film/the-presidents-cake
The President's Cake,Hasan Hadi,2025,103 mins,"USA, Iraq, Qatar",Drama,Victorian Premiere,2025-08-21,Forum154 Flinders StreetWoman and Child10:15amThe President's Cake1:15pmNineteen3:45pmJourney Home,10:15am,https://miff.com.au/program/film/the-presidents-cake
The President's Cake,Hasan Hadi,2025,103 mins,"USA, Iraq, Qatar",Drama,Victorian Premiere,2025-08-23,Forum154 Flinders StreetRomería11:00amImagine1:45pmThe President's Cake4:15pmMr. Nobody Against Putin6:45pmThe Secret Agent9:00pm The President's Cake4:15pm The President's Cake4:15pm The President's Cake,11:00am,https://miff.com.au/program/film/the-presidents-cake
Enzo,Robin Campillo,2025,102 mins,"France, Italy, Belgium",Drama,Victorian Premiere,2025-08-16,Capitol113 Swanston StEnzo1:00pmLeft-Handed Girl3:30pmMy Father's Shadow6:15pmDreams (Sex Love)8:45pm Enzo1:00pm Enzo1:00pm Enzo,1:00pm,https://miff.com.au/program/film/enzo
Enzo,Robin Campillo,2025,102 mins,"France, Italy, Belgium",Drama,Victorian Premiere,2025-08-20,Forum154 Flinders StreetCutting Through Rocks10:30amIt Was Just an Accident1:00pmEnzo3:30pmPasa Faho6:00pmA Useful Ghost8:45pm Enzo3:30pm Enzo3:30pm Enzo,10:30am,https://miff.com.au/program/film/enzo
Enzo,Robin Campillo,2025,102 mins,"France, Italy, Belgium",Drama,Victorian Premiere,2025-08-23,Hoyts 8/10Level 3,1:15pm,https://miff.com.au/program/film/enzo
Family Business,Chantal Akerman,1984,18 mins,UK,"Drama, Comedy, Experimental",,2025-08-20,Unknown,6:30pm,https://miff.com.au/program/film/family-business
Drunken Noodles,Lucio Castro,2025,82 mins,"USA, Argentina",Drama,Australian Premiere,2025-08-09,Unknown,4:00pm,https://miff.com.au/program/film/drunken-noodles
Drunken Noodles,Lucio Castro,2025,82 mins,"USA, Argentina",Drama,Australian Premiere,2025-08-24,ACMI,10:15am,https://miff.com.au/program/film/drunken-noodles
Blue Moon,Richard Linklater,2025,100 mins,USA,Drama,Victorian Premiere,2025-08-09,Unknown,3:30pm,https://miff.com.au/program/film/blue-moon
Blue Moon,Richard Linklater,2025,100 mins,USA,Drama,Victorian Premiere,2025-08-16,Forum154 Flinders StreetHomebound10:00amSignorinella: Little Miss1:00pmBlue Moon3:45pmPasa Faho6:30pmPeter Hujar's Day9:15pm Blue Moon3:45pm Blue Moon3:45pm Blue Moon,10:00am,https://miff.com.au/program/film/blue-moon
Blue Moon,Richard Linklater,2025,100 mins,USA,Drama,Victorian Premiere,2025-08-24,ACMI,10:45am,https://miff.com.au/program/film/blue-moon
If I Had Legs I'd Kick You,Mary Bronstein,2025,113 mins,USA,Drama,Australian Premiere,2025-08-09,Unknown,3:30pm,https://miff.com.au/program/film/if-i-had-legs-id-kick-you
Redux Redux,Kevin McManus,2025,107 mins,USA,Thriller,Victorian Premiere,2025-08-14,Unknown,6:45pm,https://miff.com.au/program/film/redux-redux
Redux Redux,Kevin McManus,2025,107 mins,USA,Thriller,Victorian Premiere,2025-08-22,Hoyts 3Level 3,6:00pm,https://miff.com.au/program/film/redux-redux
Dead Lover,Grace Glowicki,2025,82 mins,Canada,"Comedy, Horror",Australian Premiere,2025-08-15,ACMI,10:00am,https://miff.com.au/program/film/dead-lover
Dead Lover,Grace Glowicki,2025,82 mins,Canada,"Comedy, Horror",Australian Premiere,2025-08-22,ACMI,10:15am,https://miff.com.au/program/film/dead-lover
Womb,Ira Hetaraka,2024,15 mins,New Zealand,Drama,Victorian Premiere,2025-08-13,ACMI,10:30am,https://miff.com.au/program/film/womb
Womb,Ira Hetaraka,2024,15 mins,New Zealand,Drama,Victorian Premiere,2025-08-23,Unknown,10:30am,https://miff.com.au/program/film/womb
Adam's Sake,Laura Wandel,2025,75 mins,"France, Belgium",Drama,Australian Premiere,2025-08-14,Forum154 Flinders StreetAdam's Sake10:45amKyuka Before Summer’s End1:00pmStranger Eyes3:30pmRomería6:30pmThe Wave9:15pm Adam's Sake10:45am Adam's Sake10:45am Adam's Sake,10:45am,https://miff.com.au/program/film/adams-sake
Adam's Sake,Laura Wandel,2025,75 mins,"France, Belgium",Drama,Australian Premiere,2025-08-23,Hoyts 3Level 3,12:45pm,https://miff.com.au/program/film/adams-sake
Alice,Gabriel Novis,2025,17 mins,Brazil,Documentary,Australian Premiere,2025-08-10,Unknown,1:15pm,https://miff.com.au/program/film/alice
Alice,Gabriel Novis,2025,17 mins,Brazil,Documentary,Australian Premiere,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/alice
Heads or Tails?,Matteo Zoppis,2025,113 mins,"USA, Italy","Drama, Western",Australian Premiere,2025-08-16,Hoyts 11Level 3,3:30pm,https://miff.com.au/program/film/heads-or-tails
Heads or Tails?,Matteo Zoppis,2025,113 mins,"USA, Italy","Drama, Western",Australian Premiere,2025-08-24,Hoyts 8/10Level 3,1:00pm,https://miff.com.au/program/film/heads-or-tails
Hanami,Denise Fernandes,2024,96 mins,"Portugal, Switzerland, Cape Verde",Drama,Victorian Premiere,2025-08-14,ACMI,11:00am,https://miff.com.au/program/film/hanami
Hanami,Denise Fernandes,2024,96 mins,"Portugal, Switzerland, Cape Verde",Drama,Victorian Premiere,2025-08-21,ACMI,11:15am,https://miff.com.au/program/film/hanami
Documentary Shorts,,,,,"Documentary, Experimental",,2025-08-10,Unknown,1:15pm,https://miff.com.au/program/film/documentary-shorts
Documentary Shorts,,,,,"Documentary, Experimental",,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/documentary-shorts
Loynes,Dorian Jespers,2025,25 mins,"Belgium, France, North Macedonia, UK","Drama, Comedy, Mystery",Australian Premiere,2025-08-08,Unknown,6:30pm,https://miff.com.au/program/film/loynes
Loynes,Dorian Jespers,2025,25 mins,"Belgium, France, North Macedonia, UK","Drama, Comedy, Mystery",Australian Premiere,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/loynes
Spreadsheet Champions,Kristina Kraskov,2024,86 mins,Australia,Documentary,Australian Premiere,2025-08-10,Capitol113 Swanston StSpreadsheet Champions1:00pmWent up the Hill3:45pmFirst Light6:45pm Spreadsheet Champions1:00pm Spreadsheet Champions1:00pm Spreadsheet Champions,1:00pm,https://miff.com.au/program/film/spreadsheet-champions
Spreadsheet Champions,Kristina Kraskov,2024,86 mins,Australia,Documentary,Australian Premiere,2025-08-12,ACMI,10:30am,https://miff.com.au/program/film/spreadsheet-champions
Spreadsheet Champions,Kristina Kraskov,2024,86 mins,Australia,Documentary,Australian Premiere,2025-08-22,ACMI,10:15am,https://miff.com.au/program/film/spreadsheet-champions
Spreadsheet Champions,Kristina Kraskov,2024,86 mins,Australia,Documentary,Australian Premiere,2025-08-24,ACMI,10:15am,https://miff.com.au/program/film/spreadsheet-champions
Marlee Matlin: Not Alone Anymore,Shoshannah Stern,2025,98 mins,USA,Documentary,Victorian Premiere,2025-08-17,Forum154 Flinders StreetThe Ballad of Wallis Island10:30amFamiliar Touch1:00pmThe Baltimorons3:45pmMarlee Matlin: Not Alone Anymore6:45pm Marlee Matlin: Not Alone Anymore6:45pm Marlee Matlin: Not Alone Anymore6:45pm Marlee Matlin: Not Alone Anymore,10:30am,https://miff.com.au/program/film/marlee-matlin-not-alone-anymore
Marlee Matlin: Not Alone Anymore,Shoshannah Stern,2025,98 mins,USA,Documentary,Victorian Premiere,2025-08-23,ACMI,10:30am,https://miff.com.au/program/film/marlee-matlin-not-alone-anymore
Deaf,Eva Libertad,2025,99 mins,Spain,Drama,Victorian Premiere,2025-08-09,Unknown,4:00pm,https://miff.com.au/program/film/deaf
Deaf,Eva Libertad,2025,99 mins,Spain,Drama,Victorian Premiere,2025-08-13,Unknown,11:00am,https://miff.com.au/program/film/deaf
Deaf,Eva Libertad,2025,99 mins,Spain,Drama,Victorian Premiere,2025-08-24,ACMI,10:15am,https://miff.com.au/program/film/deaf
Parasite Live in Concert,Bong Joon-ho,,152 mins,South Korea,,,2025-08-23,Arts Centre Melbourne100 St Kilda rdParasite Live in Concert2:00pmParasite Live in Concert8:00pm Parasite Live in Concert2:00pm Parasite Live in Concert2:00pm Parasite Live in Concert,2:00pm,https://miff.com.au/program/film/parasite-live-in-concert
Parasite Live in Concert,Bong Joon-ho,,152 mins,South Korea,,,2025-08-23,Arts Centre Melbourne100 St Kilda rdParasite Live in Concert2:00pmParasite Live in Concert8:00pm Parasite Live in Concert8:00pm Parasite Live in Concert8:00pm Parasite Live in Concert,2:00pm,https://miff.com.au/program/film/parasite-live-in-concert
Pavements,Alex Ross Perry,2024,128 mins,USA,"Drama, Documentary, Musical",Victorian Premiere,2025-08-17,Capitol113 Swanston StPrime Minister1:00pmImagine4:00pmPavements6:30pm Pavements6:30pm Pavements6:30pm Pavements,1:00pm,https://miff.com.au/program/film/pavements
Pavements,Alex Ross Perry,2024,128 mins,USA,"Drama, Documentary, Musical",Victorian Premiere,2025-08-20,Hoyts 11Level 3,6:00pm,https://miff.com.au/program/film/pavements
Pavements,Alex Ross Perry,2024,128 mins,USA,"Drama, Documentary, Musical",Victorian Premiere,2025-08-23,Unknown,4:00pm,https://miff.com.au/program/film/pavements
The Perfect Neighbor,Geeta Gandbhir,2025,97 mins,USA,Documentary,Victorian Premiere,2025-08-09,Hoyts 8/10Level 3,6:30pm,https://miff.com.au/program/film/the-perfect-neighbor
The Perfect Neighbor,Geeta Gandbhir,2025,97 mins,USA,Documentary,Victorian Premiere,2025-08-14,Hoyts 8/10Level 3,6:15pm,https://miff.com.au/program/film/the-perfect-neighbor
No Prior Opportunity,Alexandra Walton,2025,15 mins,Australia,Documentary,,2025-08-12,ACMI,10:30am,https://miff.com.au/program/film/no-prior-opportunity
No Prior Opportunity,Alexandra Walton,2025,15 mins,Australia,Documentary,,2025-08-19,ACMI,10:30am,https://miff.com.au/program/film/no-prior-opportunity
Pennies From Heaven,Herbert Ross,1981,108 mins,USA,"Drama, Musical, Romance",,2025-08-12,ACMI,11:00am,https://miff.com.au/program/film/pennies-from-heaven
Mistress Dispeller,Elizabeth Lo,2024,94 mins,"USA, China",Documentary,Victorian Premiere,2025-08-08,ACMI,1:45pm,https://miff.com.au/program/film/mistress-dispeller
Mistress Dispeller,Elizabeth Lo,2024,94 mins,"USA, China",Documentary,Victorian Premiere,2025-08-12,ACMI,10:30am,https://miff.com.au/program/film/mistress-dispeller
Mistress Dispeller,Elizabeth Lo,2024,94 mins,"USA, China",Documentary,Victorian Premiere,2025-08-15,Hoyts 8/10Level 3,6:00pm,https://miff.com.au/program/film/mistress-dispeller
The World Doesn't End When You Do,marlow magdalene,2024,10 mins,USA,Experimental,International Premiere,2025-08-10,ACMI,11:15am,https://miff.com.au/program/film/the-world-doesnt-end-when-you-do
The World Doesn't End When You Do,marlow magdalene,2024,10 mins,USA,Experimental,International Premiere,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/the-world-doesnt-end-when-you-do
Urchin,Harris Dickinson,2025,99 mins,UK,Drama,Australian Premiere,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/urchin
Urchin,Harris Dickinson,2025,99 mins,UK,Drama,Australian Premiere,2025-08-22,Unknown,6:30pm,https://miff.com.au/program/film/urchin
Urchin,Harris Dickinson,2025,99 mins,UK,Drama,Australian Premiere,2025-08-24,Unknown,1:00pm,https://miff.com.au/program/film/urchin
Lesbian Space Princess,Emma Hough Hobbs,2024,86 mins,Australia,Animation,Victorian Premiere,2025-08-15,Forum154 Flinders StreetDJ Ahmet10:30amOrwell: 2+2 = 51:00pmThe Blue Trail3:45pmBut Also John Clarke6:15pmLesbian Space Princess9:15pm Lesbian Space Princess9:15pm Lesbian Space Princess9:15pm Lesbian Space Princess,10:30am,https://miff.com.au/program/film/lesbian-space-princess
Lesbian Space Princess,Emma Hough Hobbs,2024,86 mins,Australia,Animation,Victorian Premiere,2025-08-17,ACMI,10:30am,https://miff.com.au/program/film/lesbian-space-princess
Lesbian Space Princess,Emma Hough Hobbs,2024,86 mins,Australia,Animation,Victorian Premiere,2025-08-23,ACMI,10:45am,https://miff.com.au/program/film/lesbian-space-princess
Monk in Pieces,Billy Shebar,2025,95 mins,USA,Documentary,Australian Premiere,2025-08-13,ACMI,1:30pm,https://miff.com.au/program/film/monk-in-pieces
Monk in Pieces,Billy Shebar,2025,95 mins,USA,Documentary,Australian Premiere,2025-08-16,Unknown,1:30pm,https://miff.com.au/program/film/monk-in-pieces
I Only Rest in the Storm,Pedro Pinho,2025,211 mins,"France, Portugal, Romania, Brazil",Drama,Australian Premiere,2025-08-21,ACMI,11:15am,https://miff.com.au/program/film/i-only-rest-in-the-storm
I Only Rest in the Storm,Pedro Pinho,2025,211 mins,"France, Portugal, Romania, Brazil",Drama,Australian Premiere,2025-08-24,Hoyts 7Level 3,11:00am,https://miff.com.au/program/film/i-only-rest-in-the-storm
1000 Women in Horror Surprise Double Feature,,,,,,,2025-08-22,ACMI,10:45am,https://miff.com.au/program/film/1000-women-in-horror-surprise-double-feature
Space Cadet,Eric San,2025,86 mins,Canada,Animation,Australian Premiere,2025-08-10,ACMI,11:30am,https://miff.com.au/program/film/space-cadet
Space Cadet,Eric San,2025,86 mins,Canada,Animation,Australian Premiere,2025-08-23,ACMI,10:45am,https://miff.com.au/program/film/space-cadet
Twelve Moons,Victoria Franco,2025,97 mins,Mexico,Drama,Victorian Premiere,2025-08-09,Unknown,6:15pm,https://miff.com.au/program/film/twelve-moons
Twelve Moons,Victoria Franco,2025,97 mins,Mexico,Drama,Victorian Premiere,2025-08-18,Unknown,6:15pm,https://miff.com.au/program/film/twelve-moons
Birthright,Zoe Pepper,2024,93 mins,Australia,"Drama, Comedy",Victorian Premiere,2025-08-14,Hoyts 11Level 3,6:30pm,https://miff.com.au/program/film/birthright
Birthright,Zoe Pepper,2024,93 mins,Australia,"Drama, Comedy",Victorian Premiere,2025-08-16,Hoyts 3Level 3,3:45pm,https://miff.com.au/program/film/birthright
Eagles of the Republic,Tarik Saleh,2025,129 mins,"Germany, France, Denmark, Sweden","Drama, Action",Victorian Premiere,2025-08-15,Hoyts 8/10Level 3,6:00pm,https://miff.com.au/program/film/eagles-of-the-republic
Eagles of the Republic,Tarik Saleh,2025,129 mins,"Germany, France, Denmark, Sweden","Drama, Action",Victorian Premiere,2025-08-24,Unknown,1:00pm,https://miff.com.au/program/film/eagles-of-the-republic
The Mysterious Gaze of the Flamingo,Diego Céspedes,2025,104 mins,"Germany, France, Belgium, Spain, Chile",Drama,Australian Premiere,2025-08-19,Capitol113 Swanston StThe Mysterious Gaze of the Flamingo6:15pmApril9:15pm The Mysterious Gaze of the Flamingo6:15pm The Mysterious Gaze of the Flamingo6:15pm The Mysterious Gaze of the Flamingo,6:15pm,https://miff.com.au/program/film/the-mysterious-gaze-of-the-flamingo
The Mysterious Gaze of the Flamingo,Diego Céspedes,2025,104 mins,"Germany, France, Belgium, Spain, Chile",Drama,Australian Premiere,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/the-mysterious-gaze-of-the-flamingo
The Mysterious Gaze of the Flamingo,Diego Céspedes,2025,104 mins,"Germany, France, Belgium, Spain, Chile",Drama,Australian Premiere,2025-08-22,Unknown,6:30pm,https://miff.com.au/program/film/the-mysterious-gaze-of-the-flamingo
Best MIFF Shorts,,,,,"Drama, Comedy, Animation, Documentary, Experimental",,2025-08-23,Unknown,11:00am,https://miff.com.au/program/film/best-miff-shorts
Best MIFF Shorts,,,,,"Drama, Comedy, Animation, Documentary, Experimental",,2025-08-24,Forum154 Flinders StreetBut Also John Clarke10:15amCome See Me in the Good Light1:00pmThe Chronology of Water4:00pmBest MIFF Shorts6:45pmDJ Ahmet9:30pm Best MIFF Shorts6:45pm Best MIFF Shorts6:45pm Best MIFF Shorts,10:15am,https://miff.com.au/program/film/best-miff-shorts
Razeh-del,Maryam Tafakory,2024,28 mins,"UK, Italy, Iran","Documentary, Experimental",,2025-08-10,Unknown,1:15pm,https://miff.com.au/program/film/razeh-del
Razeh-del,Maryam Tafakory,2024,28 mins,"UK, Italy, Iran","Documentary, Experimental",,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/razeh-del
The Body,Louris van de Geer,2024,12 mins,Australia,Drama,Victorian Premiere,2025-08-13,ACMI,10:30am,https://miff.com.au/program/film/the-body
The Body,Louris van de Geer,2024,12 mins,Australia,Drama,Victorian Premiere,2025-08-23,Unknown,10:30am,https://miff.com.au/program/film/the-body
Daily Worker,Ting Su,2024,10 mins,"USA, China",Documentary,International Premiere,2025-08-16,ACMI,10:15am,https://miff.com.au/program/film/daily-worker
Daily Worker,Ting Su,2024,10 mins,"USA, China",Documentary,International Premiere,2025-08-19,Unknown,5:30pm,https://miff.com.au/program/film/daily-worker
Lodestar,Maxine Zanoni,2024,10 mins,Australia,Drama,World Premiere,2025-08-14,ACMI,10:30am,https://miff.com.au/program/film/lodestar
Lodestar,Maxine Zanoni,2024,10 mins,Australia,Drama,World Premiere,2025-08-24,Unknown,10:45am,https://miff.com.au/program/film/lodestar
My Mother Is a Cow,Moara Passoni,2024,15 mins,Brazil,,Victorian Premiere,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/my-mother-is-a-cow
My Mother Is a Cow,Moara Passoni,2024,15 mins,Brazil,,Victorian Premiere,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/my-mother-is-a-cow
Late Shift,Petra Volpe,2025,92 mins,"Germany, Switzerland",Drama,Victorian Premiere,2025-08-13,Unknown,11:00am,https://miff.com.au/program/film/late-shift
Late Shift,Petra Volpe,2025,92 mins,"Germany, Switzerland",Drama,Victorian Premiere,2025-08-19,ACMI,10:30am,https://miff.com.au/program/film/late-shift
Late Shift,Petra Volpe,2025,92 mins,"Germany, Switzerland",Drama,Victorian Premiere,2025-08-24,Unknown,1:45pm,https://miff.com.au/program/film/late-shift
